rank,player,avg,total_distance,total_drives,tournament
66,Nate Lashley,293.6,"2,349",8,Texas Children's Houston Open
67,Roger Sloan,293.4,"2,347",8,Texas Children's Houston Open
68,Emilio Gonzalez,293.0,"2,344",8,Texas Children's Houston Open
69,J.J. Spaun,292.5,"2,340",8,Texas Children's Houston Open
70,Greyson Sigg,292.4,"2,339",8,Texas Children's Houston Open
71,Mark Hubbard,292.1,"2,337",8,Texas Children's Houston Open
72,Ben Silverman,291.8,"2,334",8,Texas Children's Houston Open
73,Alex Noren,291.5,"2,332",8,Texas Children's Houston Open
74,Ryan Moore,290.1,"2,321",8,Texas Children's Houston Open
75,Harry Hall,289.1,"2,313",8,Texas Children's Houston Open
76,Adam Long,288.0,"2,304",8,Texas Children's Houston Open
77,Austin Cook,287.8,"2,302",8,Texas Children's Houston Open
78,Harrison Endycott,287.4,"2,299",8,Texas Children's Houston Open
79,James Hahn,286.9,"2,295",8,Texas Children's Houston Open
80,Aaron Baddeley,286.6,"2,293",8,Texas Children's Houston Open
81,Dylan Wu,286.4,"2,291",8,Texas Children's Houston Open
82,Raul Pereda,285.8,"2,286",8,Texas Children's Houston Open
83,Sam Bennett,284.1,"2,273",8,Texas Children's Houston Open
1,Carl Yuan,320.3,"2,562",8,Valspar Championship
2,Joseph Bramlett,316.3,"2,530",8,Valspar Championship
3,Kevin Roy,315.8,"2,526",8,Valspar Championship
4,Alejandro Tosti,314.4,"2,515",8,Valspar Championship
5,Chris Gotterup,313.8,"2,510",8,Valspar Championship
6,Kevin Dougherty,313.6,"2,509",8,Valspar Championship
7,Callum Tarren,312.1,"2,497",8,Valspar Championship
8,K.H. Lee,310.8,"2,486",8,Valspar Championship
9,Eric Cole,310.1,"2,481",8,Valspar Championship
10,Norman Xiong,309.3,"2,474",8,Valspar Championship
11,Cameron Champ,309.1,"2,473",8,Valspar Championship
12,Keith Mitchell,308.9,"2,471",8,Valspar Championship
13,Justin Thomas,307.5,"2,460",8,Valspar Championship
14,Ryan Brehm,306.1,"2,449",8,Valspar Championship
14,Thomas Detry,306.1,"2,449",8,Valspar Championship
16,Cameron Young,306.0,"2,448",8,Valspar Championship
17,Lee Hodges,305.4,"2,443",8,Valspar Championship
18,Hayden Springer,305.3,"2,442",8,Valspar Championship
19,Maverick McNealy,304.9,"2,439",8,Valspar Championship
20,Justin Suh,304.5,"2,436",8,Valspar Championship
21,Matt Wallace,304.4,"2,435",8,Valspar Championship
22,Sam Stevens,304.3,"2,434",8,Valspar Championship
23,Sami Valimaki,304.1,"2,433",8,Valspar Championship
24,Seamus Power,303.9,"2,431",8,Valspar Championship
25,Max Greyserman,303.0,"2,424",8,Valspar Championship
25,Rico Hoey,303.0,"2,424",8,Valspar Championship
27,Fred Biondi,302.9,"2,423",8,Valspar Championship
28,Xander Schauffele,302.6,"2,421",8,Valspar Championship
29,Hayden Buckley,302.4,"2,419",8,Valspar Championship
29,Robert MacIntyre,302.4,"2,419",8,Valspar Championship
31,Akshay Bhatia,302.1,"2,417",8,Valspar Championship
32,Adam Svensson,301.6,"2,413",8,Valspar Championship
33,Adam Schenk,301.5,"2,412",8,Valspar Championship
34,Billy Horschel,300.0,"2,400",8,Valspar Championship
35,Adam Hadwin,299.4,"2,395",8,Valspar Championship
35,Andrew Novak,299.4,"2,395",8,Valspar Championship
37,Greyson Sigg,298.6,"2,389",8,Valspar Championship
38,Mac Meissner,298.5,"2,388",8,Valspar Championship
39,Michael Kim,298.0,"2,384",8,Valspar Championship
39,Taylor Moore,298.0,"2,384",8,Valspar Championship
41,Chandler Phillips,297.8,"2,382",8,Valspar Championship
42,Parker Coody,297.6,"2,381",8,Valspar Championship
,Field Average,297.0,,,Valspar Championship
43,Robby Shelton,296.6,"2,373",8,Valspar Championship
44,Tom Whitney,296.5,"2,372",8,Valspar Championship
45,Ryan Palmer,295.4,"2,363",8,Valspar Championship
45,Matti Schmid,295.4,"2,363",8,Valspar Championship
47,Scott Stallings,295.3,"2,362",8,Valspar Championship
48,Ben Griffin,295.1,"2,361",8,Valspar Championship
49,Ryo Hisatsune,294.6,"2,357",8,Valspar Championship
50,Mackenzie Hughes,294.1,"2,353",8,Valspar Championship
51,David Skinns,293.1,"2,345",8,Valspar Championship
51,Vince Whaley,293.1,"2,345",8,Valspar Championship
53,Lucas Glover,293.0,"2,344",8,Valspar Championship
54,Chan Kim,292.5,"2,340",8,Valspar Championship
55,Chez Reavie,292.4,"2,339",8,Valspar Championship
56,Sam Ryder,292.3,"2,338",8,Valspar Championship
57,Roger Sloan,292.1,"2,337",8,Valspar Championship
58,Webb Simpson,292.0,"2,336",8,Valspar Championship
59,Peter Malnati,291.6,"2,333",8,Valspar Championship
60,Kevin Streelman,291.5,"2,332",8,Valspar Championship
61,Joel Dahmen,291.0,"2,328",8,Valspar Championship
62,Bronson Burgoon,290.8,"2,326",8,Valspar Championship
63,S.H. Kim,290.5,"2,324",8,Valspar Championship
64,Harry Hall,290.0,"2,320",8,Valspar Championship
65,Jorge Campillo,289.3,"2,314",8,Valspar Championship
66,Doug Ghim,288.5,"2,308",8,Valspar Championship
67,Ben Martin,288.3,"2,306",8,Valspar Championship
68,Stewart Cink,287.8,"2,302",8,Valspar Championship
69,Brendon Todd,287.1,"2,297",8,Valspar Championship
70,Ryan Moore,287.0,"2,296",8,Valspar Championship
70,Nick Taylor,287.0,"2,296",8,Valspar Championship
72,Christiaan Bezuidenhout,286.9,"2,295",8,Valspar Championship
73,Dylan Wu,286.3,"2,290",8,Valspar Championship
74,Aaron Baddeley,285.6,"2,285",8,Valspar Championship
75,Carson Young,284.8,"2,278",8,Valspar Championship
76,Matt Kuchar,284.6,"2,277",8,Valspar Championship
77,Alexander Björk,279.3,"2,234",8,Valspar Championship
1,Grayson Murray,312.1,"2,497",8,THE PLAYERS Championship
2,Matt Fitzpatrick,310.8,"2,486",8,THE PLAYERS Championship
3,Ludvig Åberg,305.0,"2,440",8,THE PLAYERS Championship
4,Rory McIlroy,304.3,"2,434",8,THE PLAYERS Championship
5,Sahith Theegala,303.4,"2,427",8,THE PLAYERS Championship
6,Kurt Kitayama,302.4,"2,419",8,THE PLAYERS Championship
7,Wyndham Clark,301.6,"2,413",8,THE PLAYERS Championship
8,C.T. Pan,301.5,"2,412",8,THE PLAYERS Championship
9,Max Homa,301.4,"2,411",8,THE PLAYERS Championship
10,Keith Mitchell,301.3,"2,410",8,THE PLAYERS Championship
11,Min Woo Lee,300.4,"2,403",8,THE PLAYERS Championship
12,Tony Finau,299.6,"2,397",8,THE PLAYERS Championship
13,Xander Schauffele,299.4,"2,395",8,THE PLAYERS Championship
14,Scottie Scheffler,299.1,"2,393",8,THE PLAYERS Championship
15,Jimmy Stanger,298.6,"2,389",8,THE PLAYERS Championship
16,Viktor Hovland,298.5,"2,388",8,THE PLAYERS Championship
17,Taylor Moore,298.3,"2,386",8,THE PLAYERS Championship
18,Matti Schmid,297.9,"2,383",8,THE PLAYERS Championship
19,Tyler Duncan,297.5,"2,380",8,THE PLAYERS Championship
20,Corey Conners,297.4,"2,379",8,THE PLAYERS Championship
20,Tom Hoge,297.4,"2,379",8,THE PLAYERS Championship
22,Chris Kirk,296.6,"2,373",8,THE PLAYERS Championship
23,Hideki Matsuyama,296.5,"2,372",8,THE PLAYERS Championship
24,Mackenzie Hughes,296.4,"2,371",8,THE PLAYERS Championship
25,Adam Scott,296.1,"2,369",8,THE PLAYERS Championship
26,Sam Burns,295.8,"2,366",8,THE PLAYERS Championship
27,Thomas Detry,294.5,"2,356",8,THE PLAYERS Championship
28,Patrick Cantlay,294.3,"2,354",8,THE PLAYERS Championship
28,Joel Dahmen,294.3,"2,354",8,THE PLAYERS Championship
30,Ben Martin,294.1,"2,353",8,THE PLAYERS Championship
31,Jason Day,293.8,"2,350",8,THE PLAYERS Championship
31,Maverick McNealy,293.8,"2,350",8,THE PLAYERS Championship
33,Gary Woodland,293.5,"2,348",8,THE PLAYERS Championship
,Field Average,293.1,,,THE PLAYERS Championship
34,Cameron Young,293.1,"2,345",8,THE PLAYERS Championship
35,Harris English,292.8,"2,342",8,THE PLAYERS Championship
36,Si Woo Kim,292.5,"2,340",8,THE PLAYERS Championship
37,Lee Hodges,292.0,"2,336",8,THE PLAYERS Championship
37,Shane Lowry,292.0,"2,336",8,THE PLAYERS Championship
39,Adam Schenk,291.9,"2,335",8,THE PLAYERS Championship
39,Dylan Wu,291.9,"2,335",8,THE PLAYERS Championship
41,Brice Garnett,291.8,"2,334",8,THE PLAYERS Championship
41,Nate Lashley,291.8,"2,334",8,THE PLAYERS Championship
41,Sami Valimaki,291.8,"2,334",8,THE PLAYERS Championship
44,Sungjae Im,291.6,"2,333",8,THE PLAYERS Championship
45,Denny McCarthy,290.9,"2,327",8,THE PLAYERS Championship
46,Sam Ryder,290.6,"2,325",8,THE PLAYERS Championship
46,J.J. Spaun,290.6,"2,325",8,THE PLAYERS Championship
48,Matt NeSmith,290.5,"2,324",8,THE PLAYERS Championship
49,Peter Malnati,289.0,"2,312",8,THE PLAYERS Championship
50,Brian Harman,288.8,"2,310",8,THE PLAYERS Championship
50,Nick Taylor,288.8,"2,310",8,THE PLAYERS Championship
52,Jake Knapp,287.9,"2,303",8,THE PLAYERS Championship
53,Rickie Fowler,287.8,"2,302",8,THE PLAYERS Championship
53,Martin Laird,287.8,"2,302",8,THE PLAYERS Championship
55,Sepp Straka,287.5,"2,300",8,THE PLAYERS Championship
56,Emiliano Grillo,286.6,"2,293",8,THE PLAYERS Championship
56,Collin Morikawa,286.6,"2,293",8,THE PLAYERS Championship
56,Alex Noren,286.6,"2,293",8,THE PLAYERS Championship
59,Seamus Power,286.4,"2,291",8,THE PLAYERS Championship
60,David Lipsky,286.3,"2,290",8,THE PLAYERS Championship
60,Ryan Moore,286.3,"2,290",8,THE PLAYERS Championship
60,Aaron Rai,286.3,"2,290",8,THE PLAYERS Championship
63,Austin Eckroat,286.1,"2,289",8,THE PLAYERS Championship
64,Taylor Montgomery,286.0,"2,288",8,THE PLAYERS Championship
65,Francesco Molinari,285.4,"2,283",8,THE PLAYERS Championship
66,Christiaan Bezuidenhout,284.9,"2,279",8,THE PLAYERS Championship
67,Doug Ghim,283.3,"2,266",8,THE PLAYERS Championship
68,J.T. Poston,282.1,"2,257",8,THE PLAYERS Championship
69,Tommy Fleetwood,281.9,"2,255",8,THE PLAYERS Championship
70,Chan Kim,279.8,"2,238",8,THE PLAYERS Championship
71,Mark Hubbard,276.3,"2,210",8,THE PLAYERS Championship
72,Andrew Putnam,275.6,"2,205",8,THE PLAYERS Championship
73,Zac Blair,269.6,"2,157",8,THE PLAYERS Championship
1,Norman Xiong,307.6,"2,153",7,Puerto Rico Open
2,Pierceson Coody,306.1,"2,449",8,Puerto Rico Open
3,Ryan Brehm,302.5,"2,420",8,Puerto Rico Open
4,Hayden Springer,301.6,"2,111",7,Puerto Rico Open
5,Rafael Campos,300.9,"2,106",7,Puerto Rico Open
6,David Skinns,300.4,"2,403",8,Puerto Rico Open
7,Rasmus Højgaard,300.3,"2,402",8,Puerto Rico Open
8,Garrick Higgo,299.6,"2,397",8,Puerto Rico Open
9,Jimmy Stanger,298.4,"2,089",7,Puerto Rico Open
10,Rico Hoey,297.3,"2,378",8,Puerto Rico Open
11,Sam Stevens,296.8,"2,374",8,Puerto Rico Open
12,Patrick Fishburn,296.4,"2,371",8,Puerto Rico Open
12,Mac Meissner,296.4,"2,371",8,Puerto Rico Open
14,Joe Highsmith,294.9,"2,064",7,Puerto Rico Open
15,Erik Barnes,294.4,"2,061",7,Puerto Rico Open
16,Ryan McCormick,294.3,"2,354",8,Puerto Rico Open
17,S.Y. Noh,293.6,"2,349",8,Puerto Rico Open
18,Evan Harmeling,293.4,"2,347",8,Puerto Rico Open
19,Taiga Semikawa,292.9,"2,343",8,Puerto Rico Open
20,Angel Ayora,292.8,"2,342",8,Puerto Rico Open
21,Max Greyserman,292.7,"2,049",7,Puerto Rico Open
22,Adrien Dumont de Chassart,292.3,"2,338",8,Puerto Rico Open
22,Chris Nido,292.3,"2,338",8,Puerto Rico Open
24,Robert MacIntyre,291.8,"2,334",8,Puerto Rico Open
24,Jackson Van Paris,291.8,"2,334",8,Puerto Rico Open
26,Vince Whaley,290.6,"2,325",8,Puerto Rico Open
27,Kevin Tway,290.0,"2,320",8,Puerto Rico Open
28,Austin Smotherman,289.3,"2,314",8,Puerto Rico Open
29,Kevin Chappell,288.6,"2,020",7,Puerto Rico Open
30,Brice Garnett,287.7,"2,014",7,Puerto Rico Open
30,Matti Schmid,287.7,"2,014",7,Puerto Rico Open
32,Cody Gribble,287.0,"2,009",7,Puerto Rico Open
32,Ryo Hisatsune,287.0,"2,009",7,Puerto Rico Open
34,Zecheng Dou,286.3,"2,290",8,Puerto Rico Open
34,Ben Griffin,286.3,"2,290",8,Puerto Rico Open
36,Michael Kim,286.0,"2,288",8,Puerto Rico Open
37,Victor Perez,285.8,"2,286",8,Puerto Rico Open
38,Tyler Duncan,285.6,"1,999",7,Puerto Rico Open
39,Tyler Collet,285.0,"2,280",8,Puerto Rico Open
39,Scott Piercy,285.0,"1,995",7,Puerto Rico Open
41,Sean O'Hair,284.9,"2,279",8,Puerto Rico Open
,Field Average,284.8,,,Puerto Rico Open
42,Sangmoon Bae,283.8,"2,270",8,Puerto Rico Open
42,Josh Teater,283.8,"2,270",8,Puerto Rico Open
44,Michael Gligic,283.5,"2,268",8,Puerto Rico Open
45,Brandon Wu,283.4,"2,267",8,Puerto Rico Open
46,Richy Werenski,283.3,"2,266",8,Puerto Rico Open
47,Tom Whitney,282.5,"2,260",8,Puerto Rico Open
48,Harry Hall,281.6,"2,253",8,Puerto Rico Open
49,Kevin Streelman,280.4,"1,963",7,Puerto Rico Open
50,Ben Martin,279.4,"2,235",8,Puerto Rico Open
51,Fred Biondi,279.3,"2,234",8,Puerto Rico Open
52,Jacob Bridgeman,278.9,"2,231",8,Puerto Rico Open
52,Nico Echavarria,278.9,"2,231",8,Puerto Rico Open
54,Harrison Endycott,278.5,"2,228",8,Puerto Rico Open
55,Roger Sloan,278.4,"2,227",8,Puerto Rico Open
56,Ben Silverman,278.1,"2,225",8,Puerto Rico Open
57,Joel Dahmen,277.8,"2,222",8,Puerto Rico Open
58,Aaron Rai,277.6,"2,221",8,Puerto Rico Open
59,Kyle Stanley,276.8,"2,214",8,Puerto Rico Open
60,Austin Cook,275.6,"2,205",8,Puerto Rico Open
60,Troy Merritt,275.6,"2,205",8,Puerto Rico Open
62,Tommy Gainey,275.0,"2,200",8,Puerto Rico Open
63,Chris Stroud,274.5,"2,196",8,Puerto Rico Open
64,Henrik Norlander,273.9,"2,191",8,Puerto Rico Open
65,Paul Haley II,273.7,"1,916",7,Puerto Rico Open
66,Ben Kohles,273.0,"2,184",8,Puerto Rico Open
67,Aaron Baddeley,271.4,"2,171",8,Puerto Rico Open
68,Raul Pereda,269.5,"2,156",8,Puerto Rico Open
69,Martin Laird,268.4,"1,879",7,Puerto Rico Open
70,Jim Herman,267.9,"2,143",8,Puerto Rico Open
71,Chan Kim,264.5,"2,116",8,Puerto Rico Open
72,Brian Stuard,261.1,"2,089",8,Puerto Rico Open
1,Rory McIlroy,321.5,"2,572",8,Arnold Palmer Invitational presented by Mastercard
2,Min Woo Lee,315.3,"2,522",8,Arnold Palmer Invitational presented by Mastercard
3,Justin Thomas,312.4,"2,499",8,Arnold Palmer Invitational presented by Mastercard
4,Sahith Theegala,311.4,"2,491",8,Arnold Palmer Invitational presented by Mastercard
5,Wyndham Clark,310.9,"2,487",8,Arnold Palmer Invitational presented by Mastercard
6,Xander Schauffele,310.1,"2,481",8,Arnold Palmer Invitational presented by Mastercard
7,Max Homa,309.4,"2,475",8,Arnold Palmer Invitational presented by Mastercard
8,Jordan Spieth,309.0,"2,472",8,Arnold Palmer Invitational presented by Mastercard
9,Ludvig Åberg,308.6,"2,469",8,Arnold Palmer Invitational presented by Mastercard
10,Byeong Hun An,307.1,"2,457",8,Arnold Palmer Invitational presented by Mastercard
11,Nick Dunlap,306.3,"2,450",8,Arnold Palmer Invitational presented by Mastercard
12,Sam Burns,304.3,"2,434",8,Arnold Palmer Invitational presented by Mastercard
13,Patrick Rodgers,303.0,"2,424",8,Arnold Palmer Invitational presented by Mastercard
14,Jason Day,302.5,"2,420",8,Arnold Palmer Invitational presented by Mastercard
15,Luke List,301.3,"2,410",8,Arnold Palmer Invitational presented by Mastercard
16,Harris English,301.0,"2,408",8,Arnold Palmer Invitational presented by Mastercard
17,Adam Hadwin,300.5,"2,404",8,Arnold Palmer Invitational presented by Mastercard
18,Patrick Cantlay,300.4,"2,403",8,Arnold Palmer Invitational presented by Mastercard
18,Will Zalatoris,300.4,"2,403",8,Arnold Palmer Invitational presented by Mastercard
20,Rickie Fowler,298.6,"2,389",8,Arnold Palmer Invitational presented by Mastercard
20,Mackenzie Hughes,298.6,"2,389",8,Arnold Palmer Invitational presented by Mastercard
22,Taylor Moore,298.0,"2,384",8,Arnold Palmer Invitational presented by Mastercard
23,Cameron Young,296.3,"2,370",8,Arnold Palmer Invitational presented by Mastercard
24,Tom Hoge,295.9,"2,367",8,Arnold Palmer Invitational presented by Mastercard
,Field Average,295.7,,,Arnold Palmer Invitational presented by Mastercard
25,Viktor Hovland,295.6,"2,365",8,Arnold Palmer Invitational presented by Mastercard
26,Austin Eckroat,295.4,"2,363",8,Arnold Palmer Invitational presented by Mastercard
26,Shane Lowry,295.4,"2,363",8,Arnold Palmer Invitational presented by Mastercard
28,Keegan Bradley,294.9,"2,359",8,Arnold Palmer Invitational presented by Mastercard
29,Grayson Murray,294.6,"2,357",8,Arnold Palmer Invitational presented by Mastercard
30,Jake Knapp,294.4,"2,355",8,Arnold Palmer Invitational presented by Mastercard
31,Stephan Jaeger,294.3,"2,354",8,Arnold Palmer Invitational presented by Mastercard
32,Sepp Straka,293.8,"2,350",8,Arnold Palmer Invitational presented by Mastercard
33,Webb Simpson,293.1,"2,345",8,Arnold Palmer Invitational presented by Mastercard
34,Hideki Matsuyama,293.0,"2,344",8,Arnold Palmer Invitational presented by Mastercard
35,Matthieu Pavon,292.3,"2,338",8,Arnold Palmer Invitational presented by Mastercard
36,Sungjae Im,292.0,"2,336",8,Arnold Palmer Invitational presented by Mastercard
37,Scottie Scheffler,291.9,"2,335",8,Arnold Palmer Invitational presented by Mastercard
38,Seamus Power,291.8,"2,334",8,Arnold Palmer Invitational presented by Mastercard
39,Justin Lower,291.5,"2,332",8,Arnold Palmer Invitational presented by Mastercard
40,Chris Kirk,291.4,"2,331",8,Arnold Palmer Invitational presented by Mastercard
41,Si Woo Kim,291.0,"2,328",8,Arnold Palmer Invitational presented by Mastercard
42,Corey Conners,290.8,"2,326",8,Arnold Palmer Invitational presented by Mastercard
43,Eric Cole,288.9,"2,311",8,Arnold Palmer Invitational presented by Mastercard
44,Denny McCarthy,288.6,"2,309",8,Arnold Palmer Invitational presented by Mastercard
45,Tom Kim,288.1,"2,305",8,Arnold Palmer Invitational presented by Mastercard
46,Erik van Rooyen,287.4,"2,299",8,Arnold Palmer Invitational presented by Mastercard
47,Brian Harman,285.9,"2,287",8,Arnold Palmer Invitational presented by Mastercard
48,Russell Henley,285.4,"2,283",8,Arnold Palmer Invitational presented by Mastercard
49,Lee Hodges,284.8,"2,278",8,Arnold Palmer Invitational presented by Mastercard
50,Nick Taylor,284.0,"2,272",8,Arnold Palmer Invitational presented by Mastercard
51,Emiliano Grillo,283.3,"2,266",8,Arnold Palmer Invitational presented by Mastercard
52,C.T. Pan,282.8,"2,262",8,Arnold Palmer Invitational presented by Mastercard
53,J.T. Poston,282.4,"2,259",8,Arnold Palmer Invitational presented by Mastercard
54,Christiaan Bezuidenhout,281.5,"2,252",8,Arnold Palmer Invitational presented by Mastercard
55,Lucas Glover,281.1,"2,249",8,Arnold Palmer Invitational presented by Mastercard
56,Cam Davis,277.0,"2,216",8,Arnold Palmer Invitational presented by Mastercard
57,Andrew Putnam,276.4,"2,211",8,Arnold Palmer Invitational presented by Mastercard
58,Brendon Todd,275.6,"2,205",8,Arnold Palmer Invitational presented by Mastercard
1,Vincent Norrman,322.4,"2,579",8,Cognizant Classic in The Palm Beaches
2,Rory McIlroy,319.8,"2,558",8,Cognizant Classic in The Palm Beaches
3,Jake Knapp,318.8,"2,550",8,Cognizant Classic in The Palm Beaches
4,Garrick Higgo,314.3,"2,514",8,Cognizant Classic in The Palm Beaches
5,Chris Gotterup,311.9,"2,495",8,Cognizant Classic in The Palm Beaches
6,Keith Mitchell,310.0,"2,480",8,Cognizant Classic in The Palm Beaches
7,Adam Schenk,309.9,"2,479",8,Cognizant Classic in The Palm Beaches
8,Jimmy Stanger,309.6,"2,477",8,Cognizant Classic in The Palm Beaches
9,Tyson Alexander,309.1,"2,473",8,Cognizant Classic in The Palm Beaches
10,Byeong Hun An,308.9,"2,471",8,Cognizant Classic in The Palm Beaches
11,Rico Hoey,308.1,"2,465",8,Cognizant Classic in The Palm Beaches
11,Cameron Young,308.1,"2,465",8,Cognizant Classic in The Palm Beaches
13,Ryan Fox,307.9,"2,463",8,Cognizant Classic in The Palm Beaches
14,Joseph Bramlett,307.5,"2,460",8,Cognizant Classic in The Palm Beaches
15,Kevin Yu,306.4,"2,451",8,Cognizant Classic in The Palm Beaches
16,Min Woo Lee,305.9,"2,447",8,Cognizant Classic in The Palm Beaches
17,S.H. Kim,305.3,"2,442",8,Cognizant Classic in The Palm Beaches
18,Rickie Fowler,305.0,"2,440",8,Cognizant Classic in The Palm Beaches
19,Maverick McNealy,304.9,"2,439",8,Cognizant Classic in The Palm Beaches
20,Max Greyserman,304.0,"2,432",8,Cognizant Classic in The Palm Beaches
21,Matt Fitzpatrick,303.9,"2,431",8,Cognizant Classic in The Palm Beaches
22,Erik van Rooyen,303.8,"2,430",8,Cognizant Classic in The Palm Beaches
23,Victor Perez,303.3,"2,426",8,Cognizant Classic in The Palm Beaches
24,Justin Rose,302.3,"2,418",8,Cognizant Classic in The Palm Beaches
25,Andrew Novak,300.8,"2,406",8,Cognizant Classic in The Palm Beaches
26,Parker Coody,299.8,"2,398",8,Cognizant Classic in The Palm Beaches
27,Taylor Montgomery,299.0,"2,392",8,Cognizant Classic in The Palm Beaches
28,David Skinns,298.9,"2,391",8,Cognizant Classic in The Palm Beaches
29,Robert MacIntyre,298.6,"2,389",8,Cognizant Classic in The Palm Beaches
30,Davis Thompson,298.0,"2,384",8,Cognizant Classic in The Palm Beaches
31,Jorge Campillo,297.3,"2,378",8,Cognizant Classic in The Palm Beaches
31,Billy Horschel,297.3,"2,378",8,Cognizant Classic in The Palm Beaches
33,Chris Kirk,296.6,"2,373",8,Cognizant Classic in The Palm Beaches
33,Peter Malnati,296.6,"2,373",8,Cognizant Classic in The Palm Beaches
33,Matthieu Pavon,296.6,"2,373",8,Cognizant Classic in The Palm Beaches
36,Mac Meissner,296.5,"2,372",8,Cognizant Classic in The Palm Beaches
,Field Average,296.2,,,Cognizant Classic in The Palm Beaches
37,Tom Kim,296.0,"2,368",8,Cognizant Classic in The Palm Beaches
38,Nick Dunlap,295.8,"2,366",8,Cognizant Classic in The Palm Beaches
39,Alex Noren,295.6,"2,365",8,Cognizant Classic in The Palm Beaches
40,K.H. Lee,295.4,"2,363",8,Cognizant Classic in The Palm Beaches
41,Chan Kim,294.6,"2,357",8,Cognizant Classic in The Palm Beaches
42,Shane Lowry,294.5,"2,356",8,Cognizant Classic in The Palm Beaches
43,Tom Hoge,294.4,"2,355",8,Cognizant Classic in The Palm Beaches
44,Davis Riley,293.0,"2,344",8,Cognizant Classic in The Palm Beaches
45,Austin Eckroat,292.3,"2,338",8,Cognizant Classic in The Palm Beaches
46,Jacob Bridgeman,291.9,"2,335",8,Cognizant Classic in The Palm Beaches
47,Corey Conners,291.3,"2,330",8,Cognizant Classic in The Palm Beaches
48,Carson Young,291.1,"2,329",8,Cognizant Classic in The Palm Beaches
49,Mark Hubbard,290.8,"2,326",8,Cognizant Classic in The Palm Beaches
50,Doug Ghim,289.9,"2,319",8,Cognizant Classic in The Palm Beaches
51,Bud Cauley,289.4,"2,315",8,Cognizant Classic in The Palm Beaches
52,Beau Hossler,289.0,"2,312",8,Cognizant Classic in The Palm Beaches
53,Chesson Hadley,288.4,"2,307",8,Cognizant Classic in The Palm Beaches
54,Camilo Villegas,288.0,"2,304",8,Cognizant Classic in The Palm Beaches
55,Chad Ramey,287.3,"2,298",8,Cognizant Classic in The Palm Beaches
56,Troy Merritt,286.6,"2,293",8,Cognizant Classic in The Palm Beaches
57,David Lipsky,285.6,"2,285",8,Cognizant Classic in The Palm Beaches
58,Ben Silverman,284.5,"2,276",8,Cognizant Classic in The Palm Beaches
59,Nico Echavarria,284.4,"2,275",8,Cognizant Classic in The Palm Beaches
60,C.T. Pan,283.9,"2,271",8,Cognizant Classic in The Palm Beaches
61,J.T. Poston,283.8,"2,270",8,Cognizant Classic in The Palm Beaches
62,Russell Henley,282.1,"2,257",8,Cognizant Classic in The Palm Beaches
63,Martin Laird,280.0,"2,240",8,Cognizant Classic in The Palm Beaches
64,Lucas Glover,278.4,"2,227",8,Cognizant Classic in The Palm Beaches
65,Zach Johnson,278.0,"2,224",8,Cognizant Classic in The Palm Beaches
66,Greyson Sigg,277.6,"2,221",8,Cognizant Classic in The Palm Beaches
67,Sam Ryder,277.0,"2,216",8,Cognizant Classic in The Palm Beaches
68,Alexander Björk,272.4,"2,179",8,Cognizant Classic in The Palm Beaches
1,Stephan Jaeger,326.8,"2,614",8,Mexico Open at Vidanta
2,Jake Knapp,322.5,"2,580",8,Mexico Open at Vidanta
3,Cameron Champ,321.4,"2,571",8,Mexico Open at Vidanta
4,Jimmy Stanger,319.6,"2,557",8,Mexico Open at Vidanta
5,Hayden Springer,316.8,"2,534",8,Mexico Open at Vidanta
6,Patrick Rodgers,316.4,"2,531",8,Mexico Open at Vidanta
7,Kevin Dougherty,316.0,"2,528",8,Mexico Open at Vidanta
8,Garrick Higgo,314.4,"2,515",8,Mexico Open at Vidanta
9,Keith Mitchell,313.8,"2,510",8,Mexico Open at Vidanta
10,Tony Finau,313.6,"2,509",8,Mexico Open at Vidanta
11,Joseph Bramlett,313.3,"2,506",8,Mexico Open at Vidanta
12,Lanto Griffin,313.0,"2,504",8,Mexico Open at Vidanta
13,Maverick McNealy,312.6,"2,501",8,Mexico Open at Vidanta
13,Erik van Rooyen,312.6,"2,501",8,Mexico Open at Vidanta
15,Rafael Campos,311.0,"2,488",8,Mexico Open at Vidanta
15,Wilson Furr,311.0,"2,488",8,Mexico Open at Vidanta
17,Jhonattan Vegas,310.4,"2,483",8,Mexico Open at Vidanta
18,MJ Daffue,310.1,"2,481",8,Mexico Open at Vidanta
19,Matt Wallace,309.6,"2,477",8,Mexico Open at Vidanta
20,C.T. Pan,309.5,"2,476",8,Mexico Open at Vidanta
21,Alvaro Ortiz,309.1,"2,473",8,Mexico Open at Vidanta
22,Chesson Hadley,307.6,"2,461",8,Mexico Open at Vidanta
23,Nicolai Højgaard,307.1,"2,457",8,Mexico Open at Vidanta
24,Mark Hubbard,306.9,"2,455",8,Mexico Open at Vidanta
24,Austin Smotherman,306.9,"2,455",8,Mexico Open at Vidanta
26,Sami Valimaki,306.1,"2,449",8,Mexico Open at Vidanta
27,Cristobal Del Solar,306.0,"2,448",8,Mexico Open at Vidanta
27,Robert MacIntyre,306.0,"2,448",8,Mexico Open at Vidanta
27,Victor Perez,306.0,"2,448",8,Mexico Open at Vidanta
30,Carl Yuan,305.3,"2,442",8,Mexico Open at Vidanta
31,Henrik Norlander,304.6,"2,437",8,Mexico Open at Vidanta
,Field Average,304.3,,,Mexico Open at Vidanta
32,Davis Thompson,303.8,"2,430",8,Mexico Open at Vidanta
